id,body,actor,reply,class,time
284,"This looks SO delicious!! Check out our page for some tasty photos, too :)",jiruletheworld,175,normal,0:04
103,"look at you go girl, looks yummmyyy",casssssssssie,178,normal,0:02
274,"Wow, next on my to-do list, thanks 💖👏😋",jackrussellmom,178,normal,0:06
223,"Wow, I'm very impressed...your parents must've been surprised that they raised such a good cook.",TomM41,178,normal,0:05
278,Omg stop it!!! 😍,jackrussellmom,179,normal,0:07
248,i dont really get this whole sushi fad...yea it fines but really its just rice and raw meat right?,jake_turk,179,normal,0:03
225,"I don't know if we'll ever get used to it, but I must admit, i quite enjoy all of the tasty looking photos",TomM41,182,normal,0:05
314,Looks amazing! Would love to try them,honeylove,183,normal,0:04
279,Yep these are calling my name!,lavenderrrrrr,183,normal,0:03
208,Yes!! Stick to homemade so you actually know what you are eating!!,MomFiona,183,normal,0:01
70,AHAHA classic Murph...that guy can;t get enough of his nachos,Smitty12,185,normal,0:02
74,im coming over....you cant have meatballs without me!!!,southerngirlCel,186,normal,0:06
277,It's gonna help me pass motion after I eat this spicy noodle dish.,jackrussellmom,187,normal,0:04
78,omg he's too cute! I miss Ben so much <3,KatieeeM,194,normal,0:08
253,gorgeous gorgeous styling and photo!,breethebaker,198,normal,0:07
73,cant wait for our tacofest in the summer,Smitty12,201,normal,0:05
170,LOVE THIS!!! #nerdblaze,MannyDL34,207,normal,0:02
209,is this paint edible?,MomFiona,207,normal,0:05
102,"amazing, congrats <333",casssssssssie,208,normal,0:03
195,Do you guys still hire interns??? Asking for a friend,thisisalfie1998,216,normal,0:02
196,Nice.,thisisalfie1998,217,normal,0:06
107,"Wow, I haven't had ramen since the college days. Good times.",TimBJenkins,217,normal,0:03
55301,MAKE $5000 PER WEEK WORKING FROM HOME. FIND OUT MORE!!!! http://www.5z8.info/_v4k6898ym_38--start,csmbx1,220,normal,0:10
315,😂😂😂,katrose,221,normal,0:08
108,Oh how we miss our old metabolisms...,TimBJenkins,221,normal,0:04
249,"well in that case, im a big bag of barbecue chips right now lol!",jake_turk,230,normal,0:02
99,What kind of rolls are those? I tried something called a sumo roll last week and it was delicious,karenM,236,normal,0:08
55399,MAKE $5000 PER WEEK WORKING FROM HOME. FIND OUT MORE!!!! http://www.5z8.info/_v4k326ym_38--start,csmbx1,240,normal,0:15
285,YUM! I’m making this tomorrow. Does the coconut milk have to be from a can or can it be from a carton (ie- Trader Joe’s coconut milk)? Thanks!,jiruletheworld,241,normal,0:10
101,so classy lucy,casssssssssie,244,normal,0:06
80,What's the name of the place??,sweetietooth,245,normal,0:03
85,This can't be real!,ayoitsayo,246,normal,0:04
317,😋,marvelousmia,246,normal,0:09
81,Don't we all just live for these?!,sweetietooth,246,normal,0:01
210,True but you never know what they used to grow those veggies...,MomFiona,249,normal,0:08
87,"gonna have to order me some za tonight, looks so good",cavsforever,251,normal,0:09
1016,OMG! Where can you get those????,angelbao,253,normal,0:16
86,2 bacon cheeseburgs would!,cavsforever,253,normal,0:04
198,Three cheese burgers can!,KatieeeM,253,normal,0:07
226,Maybe three of them...,TomM41,253,normal,0:12
82,Japchaes are my favorite too!,sweetietooth,256,normal,0:07
89,might have to celebrate yesterday's big win with one these tonight,cavsforever,257,normal,0:06
100,Mmmm looks super good. I might have to treat my sweet tooth tonight too!,karenM,257,normal,0:10
55302,HILLARY LIED ABOUT BENGHAZI!!!! she left americans to die. #lockherup,MrShazam,258,normal,0:05
90,"dakawhatta? never heard of it, looks good though",cavsforever,259,normal,0:02
199,This looks nice. Maybe I can also do this for my daughter's birthday...,Dad Jenkins,261,normal,0:11
66000,xxx**++2,Marcymaniac,263,normal,0:02
227,Can't remember the last time I had a cinnamon roll...might be a time for a trip to Patsy's,TomM41,267,normal,0:04
3001,Love boba!!!!,cassiechan,2000,normal,0:10
3002,❤️,juliag26,2000,normal,0:13
3003,Love them too! 😍😍😍,priscilla_lu,2000,normal,0:23
3005,"honestly, me at every challenge! hang in there :)",cantbeatme,2005,normal,0:21
3004,"aw, i do just the same! 🤣🤣🤣",EZpz,2005,normal,0:03
3006,"you two look so cute, keep up it! oh, you ladies in the back look cute too ;)",itstrevor,2006,normal,0:05
3008,ikr tfti! i want some too!,kingsaqueen,2006,normal,0:08
3007,tfti!,robeats,2006,normal,0:07
3010,"lol, you are tripping @Olivia Liu",donuts4me,2007,normal,0:04
3009,"ok, but whos the cutie in the back? 🤭",olivialiu,2007,normal,0:03
3012,stack em up! stack em up!,daharms,2008,normal,0:04
3011,"jeez, thats a lot of bagels you got there",peytonsnacks,2008,normal,0:02
3013,so jelly!!,marvelousmia,2009,normal,0:04
3015,"haha sure, come with me next time :)",plate.it.up,2009,normal,0:15
3014,can the chef cook me up something too? :O,vdoonan,2009,normal,0:12
3299,Yum.,casssssssssie,2010,normal,0:13
3016,youre holding such great food...,robeats,2010,normal,0:07
3017,"as my name suggests, i am veryhungryhanna so please shareee",veryhungryhanna,2010,normal,0:12
3019,ohh dessert looks amazing!,daharms,2011,normal,0:10
3020,you gals look like you all had fun :),dianalovesdesserts,2011,normal,0:11
3018,"honestly, friendship goals ",olivialiu,2011,normal,0:02
3021,"aw, thanks guys!",plate.it.up,2011,normal,0:12
3023,"me too, me too ;)",drinksonyou,2012,normal,0:14
3022,so aesthetic :O,itstrevor,2012,normal,0:13
3024,mickeyds all the way,honeylove,2013,normal,0:15
3026,very impressed with this!,marvelousmia,2014,normal,0:17
3025,woahh,peytonsnacks,2014,normal,0:03
3027,where's my invite omg 😅,veryhungryhanna,2014,normal,0:22
3029,"haha @Hannah Walsh maybe so, maybe so ",cantbeatme,2015,normal,0:20
3028,SEE. IF YOU JUST INVITED ME THINGS WOULDVE GONE DIFFERENTLY.,veryhungryhanna,2015,normal,0:04
4500,Japan???,casssssssssie,2016,normal,0:22
3030,what a dumpling!,dianalovesdesserts,2016,normal,0:12
3031,i bet i could beat it,hannah-foods,2016,normal,0:13
3033,that dumpling is like the size of a set of twin newborns... no triplets!!,robeats,2016,normal,0:20
3032,wait japan??,vdoonan,2016,normal,0:15
3036,@Ashab AlliIt's not a bad thing you know!,itstrevor,2017,normal,0:15
3034,honestly same!,peytonsnacks,2017,normal,0:04
3035,i cant break my cravings on coffee :(,washabi,2017,normal,0:10
3037,DID SOMEONE SAY SNACK BREAK?,marvelousmia,2018,normal,0:07
3038,ohh good choice!,olivialiu,2018,normal,0:09
3039,SNACKS SNACKS SNACKS 😍,peytonsnacks,2018,normal,0:10
3042,watch me.,honeylove,2019,normal,0:08
3040,"um, i will :D",nathar,2019,normal,0:01
3041,"psh, i can still SEE you!",vdoonan,2019,normal,0:07
3044,"aw ty ty, but seriously, try out this ice cream shop :)",cassiechan,2020,normal,0:32
3494,"I can recommend, its great!",marvelousmia,2020,normal,0:12
3043,you're amazing!,olivialiu,2020,normal,0:06
3045,what a fun gathering!,itstrevor,2021,normal,0:06
3047,you girls are amazing!,nathar,2022,normal,0:38
3046,hope you didnt spill any of that!,washabi,2022,normal,0:21
3048,"nice cake, nice company ",lukas_m,2023,normal,0:03
3049,looks fantastic!,karkarw,2024,normal,0:08
3050,"looks so good, im drooling!",veryhungryhanna,2025,normal,0:10
3051,"lol, i want to know what it is too!",drinksonyou,2026,normal,0:04
3052,"erm, pizza? hotdog? ",lukas_m,2026,normal,0:32
3053,nonetheless it sure looks really tasty!,sarahstella,2026,normal,0:33
3054,but will it be the best burger IVE ever tried?,karkarw,2027,normal,0:02
3055,🤔🤔🤔,PIEorPI,2027,normal,0:05
3057,@Ashab Alli it tasted not so bad actually :),jonsmith88,2028,normal,0:16
3056,"oh, ive made bread before! i hope it tasted better than my monstrous creation..",washabi,2028,normal,0:03
3058,beautiful!,honeylove,2029,normal,0:03
3060,🍞😬,itstrevor,2029,normal,0:22
3059,get that bread!,lukas_m,2029,normal,0:21
3062,but wheres your drink tho ;) ?,drinksonyou,2030,normal,0:05
3061,yes indeed :D,veryhungryhanna,2030,normal,0:01
3063,"yeah same, but i feel like i should be walking more!",MoH,2031,normal,0:01
3124,Looks awesome!,emily_quispe,2032,normal,0:01
3064,but that's what's best!!!,yungtung,2032,normal,0:04
3066,looks so good!,daharms,2033,normal,0:34
3065,"no, but that's why i need an invite",hannah-foods,2033,normal,0:02
3067,you should try making it! it'll turn out as great as your bread!,sarahstella,2033,normal,0:36
3070,10/10 would visit again,jonsmith88,2034,normal,0:12
3069,that view!,kaykay027,2034,normal,0:10
3068,what a beautiful sight :),shirokuro,2034,normal,0:05
3074,"I want cupcakes, too!",hannah-foods,2035,normal,0:09
3072,"@Jon Smith haha, yes! Yuuuummmmyyy!",honeylove,2035,normal,0:02
3076,"It was vanilla kind with some very sugary icing... haha, not very spectacular. ",honeylove,2035,normal,0:13
3071,"I know that place.... it's in Boston, right? 🤓",jonsmith88,2035,normal,0:01
3073,🤣,jonsmith88,2035,normal,0:04
3075,What type of cupcake was it?,raqueldunn,2035,normal,0:10
4501,Love that place! Have been there too!,casssssssssie,2036,normal,0:11
3080,Mike's Pastry in Boston 👍,honeylove,2036,normal,0:10
3079,I wanna know too!!!!,julimuli,2036,normal,0:09
4502,😊,PatelS,2036,normal,0:12
3077,😋😋😋,sarahstella,2036,normal,0:05
3078,OMG! Where can you get those????,sofiaberger,2036,normal,0:06
3083,🙂,drinksonyou,2037,normal,0:06
3081,Looks yummy,raqueldunn,2037,normal,0:02
